,ProjectID,land_use,year,percent_development_pa,status,development_pa
47,5000.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
48,1996.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
49,1995.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
50,ICAD 1,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
51,1994.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
52,1001.8.1,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
53,1089.62,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
54,1997.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
55,1072.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
56,1170.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
57,1114.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
58,1146.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
59,1097.40,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
60,1042.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
61,1633.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
62,25087.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
63,1097.34,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
64,1783.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
65,1007.45,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
66,1032.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
67,1113.3.3,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
68,1007.27,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
69,6029.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
70,6033.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
71,1089.56,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
72,1236.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
73,1086.3,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
74,1085.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
75,1740.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
76,2100.4,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
77,1235.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
78,1114.1,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
79,1113.8,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
80,2897.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
81,5365.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
82,1113.9,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
83,1119.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
84,12222.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
85,21227.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
86,1413.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
87,1113.27,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
88,24996.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
89,23168.0,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
90,1113.6,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
91,2115.2.1,Residential - Villas Non-Emiratis (Units),2024,0.0,Under Construction,0.0
92,2100.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
93,5000.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
94,1996.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
95,1995.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
96,ICAD 1,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
97,1994.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
98,1001.8.1,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
99,1089.62,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
100,1997.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
101,1072.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
102,1170.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
103,1114.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
104,1146.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
105,1097.40,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
106,1042.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
107,1633.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
108,25087.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
109,1097.34,Residential - Apartments (Units),2024,0.5,Under Construction,inf
110,1783.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
111,1007.45,Residential - Apartments (Units),2024,0.5,Under Construction,inf
112,1032.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
113,1113.3.3,Residential - Apartments (Units),2024,0.5,Under Construction,inf
114,1007.27,Residential - Apartments (Units),2024,0.5,Under Construction,inf
115,6029.0,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
116,6033.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
117,1089.56,Residential - Apartments (Units),2024,0.5,Under Construction,inf
118,1236.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
119,1086.3,Residential - Apartments (Units),2024,0.5,Under Construction,inf
120,1085.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
121,1740.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
122,2100.4,Residential - Apartments (Units),2024,0.5,Under Construction,inf
123,1235.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
124,1114.1,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
125,1113.8,Residential - Apartments (Units),2024,0.5,Under Construction,inf
126,2897.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
127,5365.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
128,1113.9,Residential - Apartments (Units),2024,0.5,Under Construction,inf
129,1119.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
130,12222.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
131,21227.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
132,1413.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
133,1113.27,Residential - Apartments (Units),2024,0.5,Under Construction,inf
134,24996.0,Residential - Apartments (Units),2024,0.5,Under Construction,inf
135,23168.0,Residential - Apartments (Units),2024,0.0,Under Construction,
136,1113.6,Residential - Apartments (Units),2024,0.5,Under Construction,0.0
137,2115.2.1,Residential - Apartments (Units),2024,0.5,Under Construction,inf
138,2100.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
139,5000.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
140,1996.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
141,1995.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
142,ICAD 1,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
143,1994.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
144,1001.8.1,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
145,1089.62,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
146,1997.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
147,1072.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
148,1170.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
149,1114.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
150,1146.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
151,1097.40,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
152,1042.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
153,1633.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
154,25087.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
155,1097.34,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
156,1783.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
157,1007.45,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
158,1032.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
159,1113.3.3,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
160,1007.27,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
161,6029.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
162,6033.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
163,1089.56,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
164,1236.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
165,1086.3,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
166,1085.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
167,1740.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
168,2100.4,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
169,1235.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
170,1114.1,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
171,1113.8,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
172,2897.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
173,5365.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
174,1113.9,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
175,1119.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
176,12222.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
177,21227.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
178,1413.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
179,1113.27,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
180,24996.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
181,23168.0,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
182,1113.6,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
183,2115.2.1,Residential - Labour Accommodation (Units),2024,0.0,Under Construction,0.0
184,2100.0,Retail (GFA),2024,0.0,Under Construction,0.0
185,5000.0,Retail (GFA),2024,0.0,Under Construction,0.0
186,1996.0,Retail (GFA),2024,0.5,Under Construction,20833.0
187,1995.0,Retail (GFA),2024,0.5,Under Construction,0.0
188,ICAD 1,Retail (GFA),2024,0.5,Under Construction,10600.0
189,1994.0,Retail (GFA),2024,0.5,Under Construction,0.0
190,1001.8.1,Retail (GFA),2024,0.5,Under Construction,32550.0
191,1089.62,Retail (GFA),2024,0.5,Under Construction,190000.0
192,1997.0,Retail (GFA),2024,0.5,Under Construction,12077.0
193,1072.0,Retail (GFA),2024,0.5,Under Construction,16550.0
194,1170.0,Retail (GFA),2024,0.5,Under Construction,1224.0
195,1114.0,Retail (GFA),2024,0.5,Under Construction,26150.0
196,1146.0,Retail (GFA),2024,0.5,Under Construction,1300.0
197,1097.40,Retail (GFA),2024,0.5,Under Construction,0.0
198,1042.0,Retail (GFA),2024,0.5,Under Construction,1300.0
199,1633.0,Retail (GFA),2024,0.5,Under Construction,750.0
200,25087.0,Retail (GFA),2024,0.0,Under Construction,0.0
201,1097.34,Retail (GFA),2024,0.5,Under Construction,14667.5
202,1783.0,Retail (GFA),2024,0.5,Under Construction,46428.5
203,1007.45,Retail (GFA),2024,0.5,Under Construction,975.0
204,1032.0,Retail (GFA),2024,0.5,Under Construction,707.5
205,1113.3.3,Retail (GFA),2024,0.5,Under Construction,24000.0
206,1007.27,Retail (GFA),2024,0.5,Under Construction,523.0
207,6029.0,Retail (GFA),2024,0.5,Under Construction,80139.5
208,6033.0,Retail (GFA),2024,0.5,Under Construction,25672.0
209,1089.56,Retail (GFA),2024,0.5,Under Construction,3814.5
210,1236.0,Retail (GFA),2024,0.5,Under Construction,8444.0
211,1086.3,Retail (GFA),2024,0.5,Under Construction,18860.5
212,1085.0,Retail (GFA),2024,0.5,Under Construction,22497.5
213,1740.0,Retail (GFA),2024,0.5,Under Construction,14200.0
214,2100.4,Retail (GFA),2024,0.5,Under Construction,30665.5
215,1235.0,Retail (GFA),2024,0.5,Under Construction,151974.0
216,1114.1,Retail (GFA),2024,0.5,Under Construction,151974.0
217,1113.8,Retail (GFA),2024,0.5,Under Construction,60262.5
218,2897.0,Retail (GFA),2024,0.5,Under Construction,42586.5
219,5365.0,Retail (GFA),2024,0.5,Under Construction,20184.5
220,1113.9,Retail (GFA),2024,0.5,Under Construction,36004.5
221,1119.0,Retail (GFA),2024,0.5,Under Construction,20175.0
222,12222.0,Retail (GFA),2024,0.5,Under Construction,198048.5
223,21227.0,Retail (GFA),2024,0.5,Under Construction,157286.0
224,1413.0,Retail (GFA),2024,0.5,Under Construction,0.0
225,1113.27,Retail (GFA),2024,0.5,Under Construction,70007.0
226,24996.0,Retail (GFA),2024,0.5,Under Construction,87127.5
227,23168.0,Retail (GFA),2024,0.5,Under Construction,373067.5
228,1113.6,Retail (GFA),2024,0.5,Under Construction,306662.5
229,2115.2.1,Retail (GFA),2024,0.5,Under Construction,981351.5
230,2100.0,Office (GFA),2024,0.0,Under Construction,0.0
231,5000.0,Office (GFA),2024,0.0,Under Construction,0.0
232,1996.0,Office (GFA),2024,0.5,Under Construction,0.0
233,1995.0,Office (GFA),2024,0.5,Under Construction,0.0
234,ICAD 1,Office (GFA),2024,0.5,Under Construction,0.0
235,1994.0,Office (GFA),2024,0.5,Under Construction,0.0
236,1001.8.1,Office (GFA),2024,0.0,Under Construction,0.0
237,1089.62,Office (GFA),2024,0.5,Under Construction,16025.5
238,1997.0,Office (GFA),2024,0.5,Under Construction,0.0
239,1072.0,Office (GFA),2024,0.5,Under Construction,18500.0
240,1170.0,Office (GFA),2024,0.5,Under Construction,1425.0
241,1114.0,Office (GFA),2024,0.5,Under Construction,0.0
242,1146.0,Office (GFA),2024,0.5,Under Construction,0.0
243,1097.40,Office (GFA),2024,0.5,Under Construction,0.0
244,1042.0,Office (GFA),2024,0.5,Under Construction,11336.5
245,1633.0,Office (GFA),2024,0.5,Under Construction,0.0
246,25087.0,Office (GFA),2024,0.0,Under Construction,0.0
247,1097.34,Office (GFA),2024,0.5,Under Construction,44955.5
248,1783.0,Office (GFA),2024,0.5,Under Construction,27066.0
249,1007.45,Office (GFA),2024,0.5,Under Construction,0.0
250,1032.0,Office (GFA),2024,0.5,Under Construction,0.0
251,1113.3.3,Office (GFA),2024,0.5,Under Construction,124358.5
252,1007.27,Office (GFA),2024,0.5,Under Construction,143.5
253,6029.0,Office (GFA),2024,0.5,Under Construction,875.5
254,6033.0,Office (GFA),2024,0.5,Under Construction,0.0
255,1089.56,Office (GFA),2024,0.5,Under Construction,75688.5
256,1236.0,Office (GFA),2024,0.5,Under Construction,32151.0
257,1086.3,Office (GFA),2024,0.0,Under Construction,0.0
258,1085.0,Office (GFA),2024,0.5,Under Construction,91903.0
259,1740.0,Office (GFA),2024,0.5,Under Construction,650.0
260,2100.4,Office (GFA),2024,0.5,Under Construction,70381.5
261,1235.0,Office (GFA),2024,0.0,Under Construction,0.0
262,1114.1,Office (GFA),2024,0.0,Under Construction,0.0
263,1113.8,Office (GFA),2024,0.5,Under Construction,26650.0
264,2897.0,Office (GFA),2024,0.0,Under Construction,0.0
265,5365.0,Office (GFA),2024,0.5,Under Construction,47983.0
266,1113.9,Office (GFA),2024,0.5,Under Construction,288639.0
267,1119.0,Office (GFA),2024,0.5,Under Construction,13850.0
268,12222.0,Office (GFA),2024,0.0,Under Construction,0.0
269,21227.0,Office (GFA),2024,0.0,Under Construction,0.0
270,1413.0,Office (GFA),2024,0.5,Under Construction,0.0
271,1113.27,Office (GFA),2024,0.0,Under Construction,0.0
272,24996.0,Office (GFA),2024,0.0,Under Construction,0.0
273,23168.0,Office (GFA),2024,0.0,Under Construction,0.0
274,1113.6,Office (GFA),2024,0.5,Under Construction,210532.0
275,2115.2.1,Office (GFA),2024,0.5,Under Construction,1394616.5
276,2100.0,Industrial (GFA),2024,0.0,Under Construction,0.0
277,5000.0,Industrial (GFA),2024,0.0,Under Construction,0.0
278,1996.0,Industrial (GFA),2024,0.0,Under Construction,0.0
279,1995.0,Industrial (GFA),2024,0.0,Under Construction,0.0
280,ICAD 1,Industrial (GFA),2024,0.0,Under Construction,0.0
281,1994.0,Industrial (GFA),2024,0.0,Under Construction,0.0
282,1001.8.1,Industrial (GFA),2024,0.0,Under Construction,0.0
283,1089.62,Industrial (GFA),2024,0.0,Under Construction,0.0
284,1997.0,Industrial (GFA),2024,0.0,Under Construction,0.0
285,1072.0,Industrial (GFA),2024,0.0,Under Construction,0.0
286,1170.0,Industrial (GFA),2024,0.0,Under Construction,0.0
287,1114.0,Industrial (GFA),2024,0.0,Under Construction,0.0
288,1146.0,Industrial (GFA),2024,0.0,Under Construction,0.0
289,1097.40,Industrial (GFA),2024,0.0,Under Construction,0.0
290,1042.0,Industrial (GFA),2024,0.0,Under Construction,0.0
291,1633.0,Industrial (GFA),2024,0.0,Under Construction,0.0
292,25087.0,Industrial (GFA),2024,0.0,Under Construction,0.0
293,1097.34,Industrial (GFA),2024,0.0,Under Construction,0.0
294,1783.0,Industrial (GFA),2024,0.0,Under Construction,0.0
295,1007.45,Industrial (GFA),2024,0.0,Under Construction,0.0
296,1032.0,Industrial (GFA),2024,0.0,Under Construction,0.0
297,1113.3.3,Industrial (GFA),2024,0.0,Under Construction,0.0
298,1007.27,Industrial (GFA),2024,0.0,Under Construction,0.0
299,6029.0,Industrial (GFA),2024,0.0,Under Construction,0.0
300,6033.0,Industrial (GFA),2024,0.0,Under Construction,0.0
301,1089.56,Industrial (GFA),2024,0.0,Under Construction,0.0
302,1236.0,Industrial (GFA),2024,0.0,Under Construction,0.0
303,1086.3,Industrial (GFA),2024,0.0,Under Construction,0.0
304,1085.0,Industrial (GFA),2024,0.0,Under Construction,0.0
305,1740.0,Industrial (GFA),2024,0.0,Under Construction,0.0
306,2100.4,Industrial (GFA),2024,0.0,Under Construction,0.0
307,1235.0,Industrial (GFA),2024,0.0,Under Construction,0.0
308,1114.1,Industrial (GFA),2024,0.0,Under Construction,0.0
309,1113.8,Industrial (GFA),2024,0.0,Under Construction,0.0
310,2897.0,Industrial (GFA),2024,0.0,Under Construction,0.0
311,5365.0,Industrial (GFA),2024,0.0,Under Construction,0.0
312,1113.9,Industrial (GFA),2024,0.0,Under Construction,0.0
313,1119.0,Industrial (GFA),2024,0.0,Under Construction,0.0
314,12222.0,Industrial (GFA),2024,0.0,Under Construction,0.0
315,21227.0,Industrial (GFA),2024,0.0,Under Construction,0.0
316,1413.0,Industrial (GFA),2024,0.0,Under Construction,0.0
317,1113.27,Industrial (GFA),2024,0.0,Under Construction,0.0
318,24996.0,Industrial (GFA),2024,0.0,Under Construction,0.0
319,23168.0,Industrial (GFA),2024,0.0,Under Construction,0.0
320,1113.6,Industrial (GFA),2024,0.0,Under Construction,0.0
321,2115.2.1,Industrial (GFA),2024,0.0,Under Construction,0.0
322,2100.0,Hotel (Units),2024,0.5,Under Construction,0.0
323,5000.0,Hotel (Units),2024,0.5,Under Construction,0.0
324,1996.0,Hotel (Units),2024,0.5,Under Construction,0.0
325,1995.0,Hotel (Units),2024,0.5,Under Construction,0.0
326,ICAD 1,Hotel (Units),2024,0.5,Under Construction,150.0
327,1994.0,Hotel (Units),2024,0.5,Under Construction,0.0
328,1001.8.1,Hotel (Units),2024,2.0,Under Construction,450.0
329,1089.62,Hotel (Units),2024,0.5,Under Construction,215.0
330,1997.0,Hotel (Units),2024,0.5,Under Construction,322.5
331,1072.0,Hotel (Units),2024,0.5,Under Construction,250.5
332,1170.0,Hotel (Units),2024,0.5,Under Construction,0.0
333,1114.0,Hotel (Units),2024,0.5,Under Construction,12.5
334,1146.0,Hotel (Units),2024,0.5,Under Construction,0.0
335,1097.40,Hotel (Units),2024,0.5,Under Construction,233.0
336,1042.0,Hotel (Units),2024,0.5,Under Construction,0.0
337,1633.0,Hotel (Units),2024,0.5,Under Construction,0.0
338,25087.0,Hotel (Units),2024,0.5,Under Construction,0.0
339,1097.34,Hotel (Units),2024,0.5,Under Construction,68.5
340,1783.0,Hotel (Units),2024,0.5,Under Construction,0.0
341,1007.45,Hotel (Units),2024,0.5,Under Construction,0.0
342,1032.0,Hotel (Units),2024,0.5,Under Construction,0.0
343,1113.3.3,Hotel (Units),2024,0.5,Under Construction,2020.0
344,1007.27,Hotel (Units),2024,0.5,Under Construction,0.0
345,6029.0,Hotel (Units),2024,0.5,Under Construction,0.0
346,6033.0,Hotel (Units),2024,0.5,Under Construction,1588.0
347,1089.56,Hotel (Units),2024,0.5,Under Construction,516.0
348,1236.0,Hotel (Units),2024,0.5,Under Construction,437.5
349,1086.3,Hotel (Units),2024,0.5,Under Construction,0.0
350,1085.0,Hotel (Units),2024,0.5,Under Construction,112.5
351,1740.0,Hotel (Units),2024,0.5,Under Construction,63.0
352,2100.4,Hotel (Units),2024,0.5,Under Construction,761.0
353,1235.0,Hotel (Units),2024,0.5,Under Construction,1765.5
354,1114.1,Hotel (Units),2024,0.5,Under Construction,2546.5
355,1113.8,Hotel (Units),2024,0.5,Under Construction,883.0
356,2897.0,Hotel (Units),2024,0.5,Under Construction,498.5
357,5365.0,Hotel (Units),2024,0.5,Under Construction,315.0
358,1113.9,Hotel (Units),2024,0.5,Under Construction,557.0
359,1119.0,Hotel (Units),2024,0.5,Under Construction,157.0
360,12222.0,Hotel (Units),2024,0.5,Under Construction,297.5
361,21227.0,Hotel (Units),2024,0.5,Under Construction,778.0
362,1413.0,Hotel (Units),2024,0.5,Under Construction,0.0
363,1113.27,Hotel (Units),2024,0.5,Under Construction,883.0
364,24996.0,Hotel (Units),2024,0.5,Under Construction,2217.0
365,23168.0,Hotel (Units),2024,0.5,Under Construction,3083.0
366,1113.6,Hotel (Units),2024,0.5,Under Construction,2807.0
367,2115.2.1,Hotel (Units),2024,0.5,Under Construction,5384.0
368,2100.0,Community Facilities (GFA),2024,0.5,Under Construction,267052.0
369,5000.0,Community Facilities (GFA),2024,0.5,Under Construction,11289.0
370,1996.0,Community Facilities (GFA),2024,0.5,Under Construction,28866.5
371,1995.0,Community Facilities (GFA),2024,0.5,Under Construction,112000.0
372,ICAD 1,Community Facilities (GFA),2024,0.5,Under Construction,481282.5
373,1994.0,Community Facilities (GFA),2024,0.5,Under Construction,0.0
374,1001.8.1,Community Facilities (GFA),2024,0.5,Under Construction,1728.0
375,1089.62,Community Facilities (GFA),2024,0.5,Under Construction,0.0
376,1997.0,Community Facilities (GFA),2024,0.5,Under Construction,111199.0
377,1072.0,Community Facilities (GFA),2024,0.5,Under Construction,0.0
378,1170.0,Community Facilities (GFA),2024,0.5,Under Construction,1347.5
379,1114.0,Community Facilities (GFA),2024,0.5,Under Construction,5827.5
380,1146.0,Community Facilities (GFA),2024,0.5,Under Construction,468.0
381,1097.40,Community Facilities (GFA),2024,0.5,Under Construction,631.0
382,1042.0,Community Facilities (GFA),2024,0.5,Under Construction,27363.5
383,1633.0,Community Facilities (GFA),2024,0.5,Under Construction,709.0
384,25087.0,Community Facilities (GFA),2024,0.5,Under Construction,57347.0
385,1097.34,Community Facilities (GFA),2024,0.5,Under Construction,23869.5
