,ProjectID,land_use,year,percent_development_pa,status,development_pa
4595,5365,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4596,1113.9,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4597,1119,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4598,12222,Residential - Villas Non-Emiratis (Units),2032,0.045454545454545456,Under Construction,0.0
4599,21227,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4600,1413,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4601,1113.27,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4602,24996,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4603,23168,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4604,1113.6,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4605,2115.2.1,Residential - Villas Non-Emiratis (Units),2032,0.0,Under Construction,0.0
4606,Riyadh,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4607,2100,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4608,5000,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4609,1996,Residential - Apartments (Units),2032,0.041176470588235294,Under Construction,0.0
4610,1995,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4611,ICAD 1,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4612,1994,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4613,1001.8.1,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4614,1089.62,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4615,1997,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4616,1072,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4617,1170,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4618,1114,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4619,1146,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4620,1097.4,Residential - Apartments (Units),2032,0.08333333333333333,Under Construction,0.0
4621,1042,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4622,1633,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4623,25087,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4624,1097.34,Residential - Apartments (Units),2032,0.08333333333333333,Under Construction,0.0
4625,1783,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4626,1007.45,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4627,1032,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4628,1113.3.3,Residential - Apartments (Units),2032,0.1111111111111111,Under Construction,0.0
4629,1007.27,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4630,6029,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4631,6033,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4632,1089.56,Residential - Apartments (Units),2032,0.1,Under Construction,0.0
4633,1236,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4634,1086.3,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4635,1085,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4636,1740,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4637,2100.4,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4638,1235,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4639,1114.1,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4640,1113.8,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4641,2897,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4642,5365,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4643,1113.9,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4644,1119,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4645,12222,Residential - Apartments (Units),2032,0.045454545454545456,Under Construction,1937.784090909091
4646,21227,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4647,1413,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4648,1113.27,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4649,24996,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4650,23168,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4651,1113.6,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4652,2115.2.1,Residential - Apartments (Units),2032,0.0,Under Construction,0.0
4653,Riyadh,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4654,2100,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4655,5000,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4656,1996,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4657,1995,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4658,ICAD 1,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4659,1994,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4660,1001.8.1,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4661,1089.62,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4662,1997,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4663,1072,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4664,1170,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4665,1114,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4666,1146,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4667,1097.4,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4668,1042,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4669,1633,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4670,25087,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4671,1097.34,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4672,1783,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4673,1007.45,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4674,1032,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4675,1113.3.3,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4676,1007.27,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4677,6029,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4678,6033,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4679,1089.56,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4680,1236,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4681,1086.3,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4682,1085,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4683,1740,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4684,2100.4,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4685,1235,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4686,1114.1,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4687,1113.8,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4688,2897,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4689,5365,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4690,1113.9,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4691,1119,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4692,12222,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4693,21227,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4694,1413,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4695,1113.27,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4696,24996,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4697,23168,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4698,1113.6,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4699,2115.2.1,Residential - Labour Accommodation (Units),2032,0.0,Under Construction,0.0
4700,Riyadh,Retail (GFA),2032,0.0,Under Construction,0.0
4701,2100,Retail (GFA),2032,0.0,Under Construction,0.0
4702,5000,Retail (GFA),2032,0.0,Under Construction,0.0
4703,1996,Retail (GFA),2032,0.03529411764705882,Under Construction,654.4235294117647
4704,1995,Retail (GFA),2032,0.0,Under Construction,0.0
4705,ICAD 1,Retail (GFA),2032,0.0,Under Construction,0.0
4706,1994,Retail (GFA),2032,0.0,Under Construction,0.0
4707,1001.8.1,Retail (GFA),2032,0.0,Under Construction,0.0
4708,1089.62,Retail (GFA),2032,0.0,Under Construction,0.0
4709,1997,Retail (GFA),2032,0.0,Under Construction,0.0
4710,1072,Retail (GFA),2032,0.0,Under Construction,0.0
4711,1170,Retail (GFA),2032,0.0,Under Construction,0.0
4712,1114,Retail (GFA),2032,0.0,Under Construction,0.0
4713,1146,Retail (GFA),2032,0.0,Under Construction,0.0
4714,1097.4,Retail (GFA),2032,0.08333333333333333,Under Construction,32493.0
4715,1042,Retail (GFA),2032,0.0,Under Construction,0.0
4716,1633,Retail (GFA),2032,0.0,Under Construction,0.0
4717,25087,Retail (GFA),2032,0.0,Under Construction,0.0
4718,1097.34,Retail (GFA),2032,0.08333333333333333,Under Construction,472.91666666666663
4719,1783,Retail (GFA),2032,0.0,Under Construction,0.0
4720,1007.45,Retail (GFA),2032,0.0,Under Construction,0.0
4721,1032,Retail (GFA),2032,0.0,Under Construction,0.0
4722,1113.3.3,Retail (GFA),2032,0.1111111111111111,Under Construction,106.66666666666666
4723,1007.27,Retail (GFA),2032,0.0,Under Construction,0.0
4724,6029,Retail (GFA),2032,0.0,Under Construction,0.0
4725,6033,Retail (GFA),2032,0.0,Under Construction,0.0
4726,1089.56,Retail (GFA),2032,0.1,Under Construction,0.0
4727,1236,Retail (GFA),2032,0.0,Under Construction,0.0
4728,1086.3,Retail (GFA),2032,0.0,Under Construction,0.0
4729,1085,Retail (GFA),2032,0.0,Under Construction,0.0
4730,1740,Retail (GFA),2032,0.0,Under Construction,0.0
4731,2100.4,Retail (GFA),2032,0.0,Under Construction,0.0
4732,1235,Retail (GFA),2032,0.0,Under Construction,0.0
4733,1114.1,Retail (GFA),2032,0.0,Under Construction,0.0
4734,1113.8,Retail (GFA),2032,0.0,Under Construction,0.0
4735,2897,Retail (GFA),2032,0.0,Under Construction,0.0
4736,5365,Retail (GFA),2032,0.0,Under Construction,0.0
4737,1113.9,Retail (GFA),2032,0.0,Under Construction,0.0
4738,1119,Retail (GFA),2032,0.0,Under Construction,0.0
4739,12222,Retail (GFA),2032,0.045454545454545456,Under Construction,107.4090909090909
4740,21227,Retail (GFA),2032,0.0,Under Construction,0.0
4741,1413,Retail (GFA),2032,0.0,Under Construction,0.0
4742,1113.27,Retail (GFA),2032,0.0,Under Construction,0.0
4743,24996,Retail (GFA),2032,0.0,Under Construction,0.0
4744,23168,Retail (GFA),2032,0.0,Under Construction,0.0
4745,1113.6,Retail (GFA),2032,0.0,Under Construction,0.0
4746,2115.2.1,Retail (GFA),2032,0.0,Under Construction,0.0
4747,Riyadh,Office (GFA),2032,0.0,Under Construction,0.0
4748,2100,Office (GFA),2032,0.0,Under Construction,0.0
4749,5000,Office (GFA),2032,0.0,Under Construction,0.0
4750,1996,Office (GFA),2032,0.01764705882352941,Under Construction,732.5294117647059
4751,1995,Office (GFA),2032,0.0,Under Construction,0.0
4752,ICAD 1,Office (GFA),2032,0.0,Under Construction,0.0
4753,1994,Office (GFA),2032,0.0,Under Construction,0.0
4754,1001.8.1,Office (GFA),2032,0.0,Under Construction,0.0
4755,1089.62,Office (GFA),2032,0.0,Under Construction,0.0
4756,1997,Office (GFA),2032,0.0,Under Construction,0.0
4757,1072,Office (GFA),2032,0.0,Under Construction,0.0
4758,1170,Office (GFA),2032,0.0,Under Construction,0.0
4759,1114,Office (GFA),2032,0.0,Under Construction,0.0
4760,1146,Office (GFA),2032,0.0,Under Construction,0.0
4761,1097.4,Office (GFA),2032,0.08333333333333333,Under Construction,3333.333333333333
4762,1042,Office (GFA),2032,0.0,Under Construction,0.0
4763,1633,Office (GFA),2032,0.0,Under Construction,0.0
4764,25087,Office (GFA),2032,0.0,Under Construction,0.0
4765,1097.34,Office (GFA),2032,0.08333333333333333,Under Construction,0.0
4766,1783,Office (GFA),2032,0.0,Under Construction,0.0
4767,1007.45,Office (GFA),2032,0.0,Under Construction,0.0
4768,1032,Office (GFA),2032,0.0,Under Construction,0.0
4769,1113.3.3,Office (GFA),2032,0.1111111111111111,Under Construction,0.0
4770,1007.27,Office (GFA),2032,0.0,Under Construction,0.0
4771,6029,Office (GFA),2032,0.0,Under Construction,0.0
4772,6033,Office (GFA),2032,0.0,Under Construction,0.0
4773,1089.56,Office (GFA),2032,0.1,Under Construction,0.0
4774,1236,Office (GFA),2032,0.0,Under Construction,0.0
4775,1086.3,Office (GFA),2032,0.0,Under Construction,0.0
4776,1085,Office (GFA),2032,0.0,Under Construction,0.0
4777,1740,Office (GFA),2032,0.0,Under Construction,0.0
4778,2100.4,Office (GFA),2032,0.0,Under Construction,0.0
4779,1235,Office (GFA),2032,0.0,Under Construction,0.0
4780,1114.1,Office (GFA),2032,0.0,Under Construction,0.0
4781,1113.8,Office (GFA),2032,0.0,Under Construction,0.0
4782,2897,Office (GFA),2032,0.0,Under Construction,0.0
4783,5365,Office (GFA),2032,0.0,Under Construction,0.0
4784,1113.9,Office (GFA),2032,0.0,Under Construction,0.0
4785,1119,Office (GFA),2032,0.0,Under Construction,0.0
4786,12222,Office (GFA),2032,0.045454545454545456,Under Construction,0.0
4787,21227,Office (GFA),2032,0.0,Under Construction,0.0
4788,1413,Office (GFA),2032,0.0,Under Construction,0.0
4789,1113.27,Office (GFA),2032,0.0,Under Construction,0.0
4790,24996,Office (GFA),2032,0.0,Under Construction,0.0
4791,23168,Office (GFA),2032,0.0,Under Construction,0.0
4792,1113.6,Office (GFA),2032,0.0,Under Construction,0.0
4793,2115.2.1,Office (GFA),2032,0.0,Under Construction,0.0
4794,Riyadh,Industrial (GFA),2032,0.0,Under Construction,0.0
4795,2100,Industrial (GFA),2032,0.0,Under Construction,0.0
4796,5000,Industrial (GFA),2032,0.0,Under Construction,0.0
4797,1996,Industrial (GFA),2032,0.03529411764705882,Under Construction,19714.58823529412
4798,1995,Industrial (GFA),2032,0.0,Under Construction,0.0
4799,ICAD 1,Industrial (GFA),2032,0.0,Under Construction,0.0
4800,1994,Industrial (GFA),2032,0.0,Under Construction,0.0
4801,1001.8.1,Industrial (GFA),2032,0.0,Under Construction,0.0
4802,1089.62,Industrial (GFA),2032,0.0,Under Construction,0.0
4803,1997,Industrial (GFA),2032,0.0,Under Construction,0.0
4804,1072,Industrial (GFA),2032,0.0,Under Construction,0.0
4805,1170,Industrial (GFA),2032,0.0,Under Construction,0.0
4806,1114,Industrial (GFA),2032,0.0,Under Construction,0.0
4807,1146,Industrial (GFA),2032,0.0,Under Construction,0.0
4808,1097.4,Industrial (GFA),2032,0.08333333333333333,Under Construction,0.0
4809,1042,Industrial (GFA),2032,0.0,Under Construction,0.0
4810,1633,Industrial (GFA),2032,0.0,Under Construction,0.0
4811,25087,Industrial (GFA),2032,0.0,Under Construction,0.0
4812,1097.34,Industrial (GFA),2032,0.08333333333333333,Under Construction,0.0
4813,1783,Industrial (GFA),2032,0.0,Under Construction,0.0
4814,1007.45,Industrial (GFA),2032,0.0,Under Construction,0.0
4815,1032,Industrial (GFA),2032,0.0,Under Construction,0.0
4816,1113.3.3,Industrial (GFA),2032,0.1111111111111111,Under Construction,0.0
4817,1007.27,Industrial (GFA),2032,0.0,Under Construction,0.0
4818,6029,Industrial (GFA),2032,0.0,Under Construction,0.0
4819,6033,Industrial (GFA),2032,0.0,Under Construction,0.0
4820,1089.56,Industrial (GFA),2032,0.1,Under Construction,0.0
4821,1236,Industrial (GFA),2032,0.0,Under Construction,0.0
4822,1086.3,Industrial (GFA),2032,0.0,Under Construction,0.0
4823,1085,Industrial (GFA),2032,0.0,Under Construction,0.0
4824,1740,Industrial (GFA),2032,0.0,Under Construction,0.0
4825,2100.4,Industrial (GFA),2032,0.0,Under Construction,0.0
4826,1235,Industrial (GFA),2032,0.0,Under Construction,0.0
4827,1114.1,Industrial (GFA),2032,0.0,Under Construction,0.0
4828,1113.8,Industrial (GFA),2032,0.0,Under Construction,0.0
4829,2897,Industrial (GFA),2032,0.0,Under Construction,0.0
4830,5365,Industrial (GFA),2032,0.0,Under Construction,0.0
4831,1113.9,Industrial (GFA),2032,0.0,Under Construction,0.0
4832,1119,Industrial (GFA),2032,0.0,Under Construction,0.0
4833,12222,Industrial (GFA),2032,0.045454545454545456,Under Construction,0.0
4834,21227,Industrial (GFA),2032,0.0,Under Construction,0.0
4835,1413,Industrial (GFA),2032,0.0,Under Construction,0.0
4836,1113.27,Industrial (GFA),2032,0.0,Under Construction,0.0
4837,24996,Industrial (GFA),2032,0.0,Under Construction,0.0
4838,23168,Industrial (GFA),2032,0.0,Under Construction,0.0
4839,1113.6,Industrial (GFA),2032,0.0,Under Construction,0.0
4840,2115.2.1,Industrial (GFA),2032,0.0,Under Construction,0.0
4841,Riyadh,Hotel (Units),2032,0.0,Under Construction,0.0
4842,2100,Hotel (Units),2032,0.0,Under Construction,0.0
4843,5000,Hotel (Units),2032,0.0,Under Construction,0.0
4844,1996,Hotel (Units),2032,0.03529411764705882,Under Construction,0.0
4845,1995,Hotel (Units),2032,0.0,Under Construction,0.0
4846,ICAD 1,Hotel (Units),2032,0.0,Under Construction,0.0
4847,1994,Hotel (Units),2032,0.0,Under Construction,0.0
4848,1001.8.1,Hotel (Units),2032,0.0,Under Construction,0.0
4849,1089.62,Hotel (Units),2032,0.0,Under Construction,0.0
4850,1997,Hotel (Units),2032,0.0,Under Construction,0.0
4851,1072,Hotel (Units),2032,0.0,Under Construction,0.0
4852,1170,Hotel (Units),2032,0.0,Under Construction,0.0
4853,1114,Hotel (Units),2032,0.0,Under Construction,0.0
4854,1146,Hotel (Units),2032,0.0,Under Construction,0.0
4855,1097.4,Hotel (Units),2032,0.08333333333333333,Under Construction,0.0
4856,1042,Hotel (Units),2032,0.0,Under Construction,0.0
4857,1633,Hotel (Units),2032,0.0,Under Construction,0.0
4858,25087,Hotel (Units),2032,0.0,Under Construction,0.0
4859,1097.34,Hotel (Units),2032,0.08333333333333333,Under Construction,0.0
4860,1783,Hotel (Units),2032,0.0,Under Construction,0.0
4861,1007.45,Hotel (Units),2032,0.0,Under Construction,0.0
4862,1032,Hotel (Units),2032,0.0,Under Construction,0.0
4863,1113.3.3,Hotel (Units),2032,0.1111111111111111,Under Construction,0.0
4864,1007.27,Hotel (Units),2032,0.0,Under Construction,0.0
4865,6029,Hotel (Units),2032,0.0,Under Construction,0.0
4866,6033,Hotel (Units),2032,0.0,Under Construction,0.0
4867,1089.56,Hotel (Units),2032,0.1,Under Construction,2206.896552
4868,1236,Hotel (Units),2032,0.0,Under Construction,0.0
4869,1086.3,Hotel (Units),2032,0.0,Under Construction,0.0
4870,1085,Hotel (Units),2032,0.0,Under Construction,0.0
4871,1740,Hotel (Units),2032,0.0,Under Construction,0.0
4872,2100.4,Hotel (Units),2032,0.0,Under Construction,0.0
4873,1235,Hotel (Units),2032,0.0,Under Construction,0.0
4874,1114.1,Hotel (Units),2032,0.0,Under Construction,0.0
4875,1113.8,Hotel (Units),2032,0.0,Under Construction,0.0
4876,2897,Hotel (Units),2032,0.0,Under Construction,0.0
4877,5365,Hotel (Units),2032,0.0,Under Construction,0.0
4878,1113.9,Hotel (Units),2032,0.0,Under Construction,0.0
4879,1119,Hotel (Units),2032,0.0,Under Construction,0.0
4880,12222,Hotel (Units),2032,0.045454545454545456,Under Construction,0.0
4881,21227,Hotel (Units),2032,0.0,Under Construction,0.0
4882,1413,Hotel (Units),2032,0.0,Under Construction,0.0
4883,1113.27,Hotel (Units),2032,0.0,Under Construction,0.0
4884,24996,Hotel (Units),2032,0.0,Under Construction,0.0
4885,23168,Hotel (Units),2032,0.0,Under Construction,0.0
4886,1113.6,Hotel (Units),2032,0.0,Under Construction,0.0
4887,2115.2.1,Hotel (Units),2032,0.0,Under Construction,0.0
4888,Riyadh,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4889,2100,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4890,5000,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4891,1996,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4892,1995,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4893,ICAD 1,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4894,1994,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4895,1001.8.1,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4896,1089.62,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4897,1997,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4898,1072,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4899,1170,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4900,1114,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4901,1146,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4902,1097.4,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4903,1042,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4904,1633,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4905,25087,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4906,1097.34,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4907,1783,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4908,1007.45,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4909,1032,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4910,1113.3.3,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4911,1007.27,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4912,6029,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4913,6033,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4914,1089.56,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4915,1236,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4916,1086.3,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4917,1085,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4918,1740,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4919,2100.4,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4920,1235,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4921,1114.1,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4922,1113.8,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4923,2897,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4924,5365,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4925,1113.9,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4926,1119,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4927,12222,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4928,21227,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4929,1413,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4930,1113.27,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4931,24996,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4932,23168,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4933,1113.6,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4934,2115.2.1,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4935,Riyadh,Healthcare (GFA),2032,0.0,Under Construction,0.0
4936,2100,Healthcare (GFA),2032,0.0,Under Construction,0.0
4937,5000,Healthcare (GFA),2032,0.0,Under Construction,0.0
4938,1996,Healthcare (GFA),2032,0.041176470588235294,Under Construction,0.0
4939,1995,Healthcare (GFA),2032,0.0,Under Construction,0.0
4940,ICAD 1,Healthcare (GFA),2032,0.0,Under Construction,0.0
4941,1994,Healthcare (GFA),2032,0.0,Under Construction,0.0
4942,1001.8.1,Healthcare (GFA),2032,0.0,Under Construction,0.0
4943,1089.62,Healthcare (GFA),2032,0.0,Under Construction,0.0
4944,1997,Healthcare (GFA),2032,0.0,Under Construction,0.0
4945,1072,Healthcare (GFA),2032,0.0,Under Construction,0.0
4946,1170,Healthcare (GFA),2032,0.0,Under Construction,0.0
4947,1114,Healthcare (GFA),2032,0.0,Under Construction,0.0
4948,1146,Healthcare (GFA),2032,0.0,Under Construction,0.0
4949,1097.4,Healthcare (GFA),2032,0.08333333333333333,Under Construction,0.0
4950,1042,Healthcare (GFA),2032,0.0,Under Construction,0.0
4951,1633,Healthcare (GFA),2032,0.0,Under Construction,0.0
4952,25087,Healthcare (GFA),2032,0.0,Under Construction,0.0
4953,1097.34,Healthcare (GFA),2032,0.08333333333333333,Under Construction,552.9666666666667
4954,1783,Healthcare (GFA),2032,0.0,Under Construction,0.0
4955,1007.45,Healthcare (GFA),2032,0.0,Under Construction,0.0
4956,1032,Healthcare (GFA),2032,0.0,Under Construction,0.0
4957,1113.3.3,Healthcare (GFA),2032,0.1111111111111111,Under Construction,0.0
4958,1007.27,Healthcare (GFA),2032,0.0,Under Construction,0.0
4959,6029,Healthcare (GFA),2032,0.0,Under Construction,0.0
4960,6033,Healthcare (GFA),2032,0.0,Under Construction,0.0
4961,1089.56,Healthcare (GFA),2032,0.1,Under Construction,0.0
4962,1236,Healthcare (GFA),2032,0.0,Under Construction,0.0
4963,1086.3,Healthcare (GFA),2032,0.0,Under Construction,0.0
4964,1085,Healthcare (GFA),2032,0.0,Under Construction,0.0
4965,1740,Healthcare (GFA),2032,0.0,Under Construction,0.0
4966,2100.4,Healthcare (GFA),2032,0.0,Under Construction,0.0
4967,1235,Healthcare (GFA),2032,0.0,Under Construction,0.0
4968,1114.1,Healthcare (GFA),2032,0.0,Under Construction,0.0
4969,1113.8,Healthcare (GFA),2032,0.0,Under Construction,0.0
4970,2897,Healthcare (GFA),2032,0.0,Under Construction,0.0
4971,5365,Healthcare (GFA),2032,0.0,Under Construction,0.0
4972,1113.9,Healthcare (GFA),2032,0.0,Under Construction,0.0
4973,1119,Healthcare (GFA),2032,0.0,Under Construction,0.0
4974,12222,Healthcare (GFA),2032,0.045454545454545456,Under Construction,0.0
4975,21227,Healthcare (GFA),2032,0.0,Under Construction,0.0
4976,1413,Healthcare (GFA),2032,0.0,Under Construction,0.0
4977,1113.27,Healthcare (GFA),2032,0.0,Under Construction,0.0
4978,24996,Healthcare (GFA),2032,0.0,Under Construction,0.0
4979,23168,Healthcare (GFA),2032,0.0,Under Construction,0.0
4980,1113.6,Healthcare (GFA),2032,0.0,Under Construction,0.0
4981,2115.2.1,Healthcare (GFA),2032,0.0,Under Construction,0.0
4982,Riyadh,Education (GFA),2032,0.0,Under Construction,0.0
4983,2100,Education (GFA),2032,0.0,Under Construction,0.0
4984,5000,Education (GFA),2032,0.0,Under Construction,0.0
4985,1996,Education (GFA),2032,0.041176470588235294,Under Construction,0.0
4986,1995,Education (GFA),2032,0.0,Under Construction,0.0
4987,ICAD 1,Education (GFA),2032,0.0,Under Construction,0.0
4988,1994,Education (GFA),2032,0.0,Under Construction,0.0
4989,1001.8.1,Education (GFA),2032,0.0,Under Construction,0.0
4990,1089.62,Education (GFA),2032,0.0,Under Construction,0.0
4991,1997,Education (GFA),2032,0.0,Under Construction,0.0
4992,1072,Education (GFA),2032,0.0,Under Construction,0.0
4993,1170,Education (GFA),2032,0.0,Under Construction,0.0
4994,1114,Education (GFA),2032,0.0,Under Construction,0.0
4995,1146,Education (GFA),2032,0.0,Under Construction,0.0
4996,1097.4,Education (GFA),2032,0.08333333333333333,Under Construction,0.0
